"nr","lwage_1980","educ_1980","black_1980","hisp_1980","exper_1980","married_1980","union_1980","hours_1980","lwage_1981","educ_1981","black_1981","hisp_1981","exper_1981","married_1981","union_1981","hours_1981","lwage_1982","educ_1982","black_1982","hisp_1982","exper_1982","married_1982","union_1982","hours_1982","lwage_1983","educ_1983","black_1983","hisp_1983","exper_1983","married_1983","union_1983","hours_1983","lwage_1984","educ_1984","black_1984","hisp_1984","exper_1984","married_1984","union_1984","hours_1984","lwage_1985","educ_1985","black_1985","hisp_1985","exper_1985","married_1985","union_1985","hours_1985","lwage_1986","educ_1986","black_1986","hisp_1986","exper_1986","married_1986","union_1986","hours_1986","lwage_1987","educ_1987","black_1987","hisp_1987","exper_1987","married_1987","union_1987","hours_1987"
5699,1.829711,13,0,0,2,0,0,2272,1.93486,13,0,0,3,1,0,2080,1.863256,13,0,0,4,1,0,1400,1.560059,13,0,0,5,1,0,1227,1.928679,13,0,0,6,1,0,2236,1.981323,13,0,0,7,1,0,2236,2.058657,13,0,0,8,1,0,2113,2.148761,13,0,0,9,1,0,2080
5731,1.204926,11,0,1,3,1,1,2098,1.01857,11,0,1,4,1,0,2080,1.314597,11,0,1,5,1,0,2080,1.470518,11,0,1,6,1,0,2080,1.445478,11,0,1,7,1,0,2080,1.708803,11,0,1,8,1,0,2080,2.381883,11,0,1,9,1,0,2080,1.589145,11,0,1,10,1,1,2080
5750,1.048965,11,0,1,5,1,1,1240,1.278188,11,0,1,6,1,1,2674,1.663936,11,0,1,7,1,0,2136,1.637118,11,0,1,8,1,1,2272,1.844827,11,0,1,9,1,1,2100,1.920112,11,0,1,10,1,0,2080,2.321258,11,0,1,11,1,0,2080,2.074653,11,0,1,12,1,0,2080
5755,1.302818,10,0,1,4,1,1,1924,1.386294,10,0,1,5,1,0,2000,1.134215,10,0,1,6,1,0,2080,1.843193,10,0,1,7,1,0,2080,1.95448,10,0,1,8,1,0,2080,1.920112,10,0,1,9,1,0,2080,1.923575,10,0,1,10,1,1,2080,1.907599,10,0,1,11,1,0,2080
5772,-0.8876855,9,0,1,4,1,0,3870,1.232144,9,0,1,5,1,0,2800,1.349577,9,0,1,6,1,0,3315,1.624676,9,0,1,7,1,0,2588,1.629716,9,0,1,8,1,0,2604,2.345383,9,0,1,9,1,0,1230,0.9919415,9,0,1,10,1,0,3684,1.568544,9,0,1,11,1,0,2256
5816,1.268728,12,0,1,3,0,0,2252,1.588236,12,0,1,4,0,0,2288,1.363681,12,0,1,5,0,0,2288,1.457234,12,0,1,6,1,0,2288,1.379597,12,0,1,7,1,0,2112,1.080996,12,0,1,8,1,0,1865,1.37965,12,0,1,9,1,0,2000,1.455614,12,0,1,10,1,0,2080
5823,1.129546,11,0,1,3,0,0,2288,0.9640814,11,0,1,4,0,0,2288,1.258171,11,0,1,5,0,1,2136,1.150046,11,0,1,6,0,0,2080,1.474907,11,0,1,7,0,0,2080,1.514647,11,0,1,8,0,0,2080,1.28071,11,0,1,9,0,0,2576,1.213422,11,0,1,10,0,0,2650
5851,-1.113822,13,0,1,1,0,0,1213,1.501593,13,0,1,2,0,0,797,1.175839,13,0,1,3,0,0,1160,1.491691,13,0,1,4,0,0,2020,1.864868,13,0,1,5,0,0,2080,1.764589,13,0,1,6,0,0,2430,1.813514,13,0,1,7,0,0,2160,1.952051,13,0,1,8,0,0,2080
5857,0.4346519,12,0,1,2,0,0,2292,1.770324,12,0,1,3,0,0,2452,1.813106,12,0,1,4,0,0,1840,1.843193,12,0,1,5,0,0,2080,1.854397,12,0,1,6,0,0,2080,1.820029,12,0,1,7,0,0,2080,1.638656,12,0,1,8,0,0,2830,1.881587,12,0,1,9,0,0,2620
5859,1.222404,15,0,0,2,1,0,980,2.322003,15,0,0,3,1,0,2040,1.870034,15,0,0,4,1,0,1958,1.124416,15,0,0,5,1,0,2134,1.363985,15,0,0,6,1,0,2324,1.811603,15,0,0,7,1,0,2208,1.843592,15,0,0,8,1,0,2096,1.781983,15,0,0,9,1,0,2144
6016,1.856792,12,0,1,2,0,0,2080,1.824611,12,0,1,3,0,0,2080,1.88707,12,0,1,4,0,0,2000,1.928351,12,0,1,5,0,0,2080,2.088012,12,0,1,6,0,0,2080,2.053644,12,0,1,7,0,0,2080,2.113619,12,0,1,8,0,0,2080,2.148761,12,0,1,9,0,0,2080
6020,0.676384,10,1,0,4,0,0,1596,0.5407809,10,1,0,5,0,0,2277,0.1950097,10,1,0,6,0,0,2784,0.3826314,10,1,0,7,0,0,3485,1.104257,10,1,0,8,0,0,2310,1.066374,10,1,0,9,0,0,2340,1.202443,10,1,0,10,0,0,2925,1.046191,10,1,0,11,0,0,3110
6025,0.7742705,10,1,0,3,0,0,1632,0.2893501,10,1,0,4,0,0,1198,0.906489,10,1,0,5,0,0,2126,0.3391157,10,1,0,6,1,1,2080,1.212543,10,1,0,7,1,1,2080,1.502415,10,1,0,8,1,1,1504,1.277093,10,1,0,9,0,0,2770,-0.1910087,10,1,0,10,0,1,3084
6056,1.091325,12,1,0,2,0,0,2080,0.9202046,12,1,0,3,0,0,2295,1.061895,12,1,0,4,0,0,2340,1.214584,12,1,0,5,0,0,2340,1.357124,12,1,0,6,0,0,2340,0.4206551,12,1,0,7,0,0,1445,1.268396,12,1,0,8,0,0,2080,1.380505,12,1,0,9,0,0,2080
6094,1.761349,13,1,0,4,0,1,2600,1.912387,13,1,0,5,0,0,2600,1.459234,13,1,0,6,0,0,3460,1.318137,13,1,0,7,1,0,3321,1.306779,13,1,0,8,1,0,3218,1.684736,13,1,0,9,1,1,2632,1.757561,13,1,0,10,1,0,2547,1.534379,13,1,0,11,1,0,3021
6186,1.19087,12,1,0,2,0,0,2132,1.74894,12,1,0,3,0,0,2171,1.894471,12,1,0,4,1,0,2092,1.72541,12,1,0,5,1,0,2080,1.644806,12,1,0,6,1,0,2295,1.751642,12,1,0,7,1,0,2110,1.773293,12,1,0,8,1,0,2080,1.99461,12,1,0,9,1,0,2080
6395,1.328731,9,1,0,7,0,0,2695,1.595333,9,1,0,8,1,0,1785,1.762514,9,1,0,9,1,0,2000,1.85214,9,1,0,10,1,0,2176,1.920579,9,1,0,11,1,0,2080,1.966632,9,1,0,12,1,0,2080,1.991017,9,1,0,13,1,0,2080,1.973557,9,1,0,14,1,0,2080
6430,1.258758,11,1,0,5,0,0,1885,1.418043,11,1,0,6,0,1,2015,1.179678,11,1,0,7,0,1,2080,1.720814,11,1,0,8,0,1,1280,1.450214,11,1,0,9,0,1,1640,1.440539,11,1,0,10,0,1,2080,1.420472,11,1,0,11,0,1,2080,1.706928,11,1,0,12,0,1,2080
6446,1.630321,11,0,0,2,1,1,2080,1.641974,11,0,0,3,1,1,2540,1.649681,11,0,0,4,1,1,2080,1.712831,11,0,0,5,1,1,2080,1.95448,11,0,0,6,1,0,2080,1.966632,11,0,0,7,0,1,2080,2.169708,11,0,0,8,1,0,2080,2.074653,11,0,0,9,1,1,2080
6463,1.22871,5,0,0,7,0,0,1295,1.542747,5,0,0,8,0,0,1488,0.820061,5,0,0,9,0,0,1955,0.6527733,5,0,0,10,1,0,2660,0.9152912,5,0,0,11,1,0,1680,1.278432,5,0,0,12,1,0,1430,1.259204,5,0,0,13,1,0,1504,1.586434,5,0,0,14,1,0,2216
6558,2.19095,15,0,0,2,0,1,1880,2.020018,15,0,0,3,0,0,2080,1.864072,15,0,0,4,1,0,2040,1.89726,15,0,0,5,1,0,2080,2.001,15,0,0,6,1,0,2080,2.094466,15,0,0,7,1,0,2080,2.151359,15,0,0,8,1,0,2080,2.148761,15,0,0,9,1,0,2080
6559,1.471382,15,0,0,2,0,0,3271,1.403839,15,0,0,3,1,0,2260,1.402902,15,0,0,4,1,0,2200,1.893411,15,0,0,5,1,0,2080,1.999636,15,0,0,6,1,0,2080,2.086434,15,0,0,7,1,0,2080,2.151359,15,0,0,8,1,0,2080,2.112393,15,0,0,9,1,0,2080
6561,1.791286,15,0,0,2,0,0,2361,2.005009,15,0,0,3,0,0,2370,2.083546,15,0,0,4,0,0,2340,2.188842,15,0,0,5,0,0,2290,2.226162,15,0,0,6,1,0,2340,2.293535,15,0,0,7,1,0,2250,2.281571,15,0,0,8,1,0,2570,2.494854,15,0,0,9,1,0,2470
6574,1.401871,12,1,0,4,0,1,1880,1.241713,12,1,0,5,0,1,2080,1.218898,12,1,0,6,0,1,2000,1.437728,12,1,0,7,0,1,2080,1.271966,12,1,0,8,0,1,1960,0.8215002,12,1,0,9,0,1,2080,1.292638,12,1,0,10,0,1,2000,1.253672,12,1,0,11,1,1,2000
6648,2.3618,12,1,0,2,0,1,2252,1.969398,12,1,0,3,0,0,2188,2.117947,12,1,0,4,0,1,2080,2.088315,12,1,0,5,0,1,2080,2.522297,12,1,0,6,0,1,1235,1.662939,12,1,0,7,0,0,2690,1.918696,12,1,0,8,0,0,2236,1.503203,12,1,0,9,0,1,2125
6813,1.342639,12,1,0,3,0,1,2080,1.347074,12,1,0,4,0,0,2080,1.46736,12,1,0,5,0,0,2080,1.437728,12,1,0,6,0,1,2080,1.474907,12,1,0,7,0,1,2080,1.440539,12,1,0,8,0,1,2080,1.563573,12,1,0,9,0,1,2080,1.64977,12,1,0,10,0,1,2080
6824,1.041834,12,0,1,4,1,1,2080,1.683546,12,0,1,5,1,1,2080,1.46736,12,0,1,6,1,1,2080,1.517771,12,0,1,7,1,1,2080,1.549015,12,0,1,8,1,1,2080,1.820029,12,0,1,9,1,1,2080,1.851255,12,0,1,10,1,1,2080,1.861079,12,0,1,11,0,1,2080
6888,0.9247514,10,0,1,7,0,0,3510,0.9890447,10,0,1,8,0,1,3273,0.7742127,10,0,1,9,0,0,3120,1.049505,10,0,1,10,0,0,2300,1.529967,10,0,1,11,0,0,2120,1.708803,10,0,1,12,1,0,2080,1.727957,10,0,1,13,1,0,2000,1.701063,10,0,1,14,1,0,1976
6942,1.311359,10,0,1,3,0,1,2623,1.276543,10,0,1,4,0,0,3348,1.862113,10,0,1,5,0,0,2336,1.757597,10,0,1,6,0,0,2140,1.720072,10,0,1,7,0,0,2066,1.765962,10,0,1,8,0,0,2080,1.927517,10,0,1,9,0,0,2120,1.952051,10,0,1,10,1,0,2080
6954,1.860551,13,0,1,2,1,0,2203,2.048897,13,0,1,3,1,0,1928,1.992835,13,0,1,4,1,0,2060,1.874446,13,0,1,5,1,0,2240,1.203503,13,0,1,6,1,0,3778,1.619741,13,0,1,7,1,0,2140,2.074398,13,0,1,8,1,0,2080,1.772866,13,0,1,9,1,0,2380
6955,1.192349,11,0,1,3,0,1,4002,2.241362,11,0,1,4,0,0,2509,2.311621,11,0,1,5,0,0,3204,1.816002,11,0,1,6,0,1,3206,1.533093,11,0,1,7,0,0,4106,1.846898,11,0,1,8,0,0,2984,1.977044,11,0,1,9,0,0,3760,1.765872,11,0,1,10,1,0,3704
6964,1.379507,8,1,0,5,0,1,1040,1.779337,8,1,0,6,0,0,1080,1.223149,8,1,0,7,0,0,2165,1.255406,8,1,0,8,0,0,2080,1.544433,8,1,0,9,0,0,2000,1.301095,8,1,0,10,0,0,2520,1.563573,8,1,0,11,1,0,2080,1.800216,8,1,0,12,1,1,2000
6987,2.46583,15,0,0,2,0,0,2255,2.541477,15,0,0,3,0,0,2520,3.085834,15,0,0,4,1,0,2130,3.229487,15,0,0,5,1,0,2080,2.620471,15,0,0,6,1,0,3155,2.691429,15,0,0,7,1,0,2290,2.60638,15,0,0,8,1,0,1955,2.235652,15,0,0,9,1,0,1975
7025,1.711406,12,0,1,4,0,1,1918,1.937419,12,0,1,5,0,1,1960,2.026976,12,0,1,6,0,1,2080,2.248658,12,0,1,7,1,1,2080,2.069254,12,0,1,8,1,1,2296,2.279272,12,0,1,9,1,1,2144,2.151359,12,0,1,10,1,1,2080,2.165307,12,0,1,11,1,1,2192
7043,1.349393,12,0,0,2,0,0,2066,1.683546,12,0,0,3,1,0,2080,1.690503,12,0,0,4,1,0,2080,1.762224,12,0,0,5,1,0,2080,1.772159,12,0,0,6,1,0,2080,1.952073,12,0,0,7,1,0,2080,1.946565,12,0,0,8,1,0,2080,1.706928,12,0,0,9,1,0,2080
7060,1.918003,12,0,0,2,0,0,2080,1.609438,12,0,0,3,0,1,2080,1.621511,12,0,0,4,0,1,2080,1.660872,12,0,0,5,0,1,2080,1.682546,12,0,0,6,0,0,2080,1.708803,12,0,0,7,0,1,2080,1.745894,12,0,0,8,0,1,2080,1.760996,12,0,0,9,0,1,2080
7087,0.5567871,11,1,0,2,0,0,1353,1.028316,11,1,0,3,0,0,1316,1.008406,11,1,0,4,0,0,1920,0.9463205,11,1,0,5,0,1,2550,1.195068,11,1,0,6,0,1,2032,1.110786,11,1,0,7,0,1,1780,1.224699,11,1,0,8,0,0,1946,1.066363,11,1,0,9,0,0,2412
7238,1.342639,6,0,1,8,0,1,2080,1.389872,6,0,1,9,0,0,1395,1.480263,6,0,1,10,1,0,1540,1.370135,6,0,1,11,1,0,2040,1.118545,6,0,1,12,1,0,2285,1.400487,6,0,1,13,1,0,2165,1.111386,6,0,1,14,1,0,1360,1.907599,6,0,1,15,1,0,2080
7279,1.328156,12,1,0,4,0,1,2040,1.347074,12,1,0,5,0,1,2080,1.380348,12,1,0,6,0,1,2080,1.350717,12,1,0,7,0,1,2080,1.435686,12,1,0,8,0,1,2080,1.58364,12,1,0,9,0,1,2080,1.253418,12,1,0,10,0,1,2080,1.589145,12,1,0,11,0,1,2080
7342,1.376056,12,0,0,5,0,0,2496,1.390224,12,0,0,6,0,0,2032,1.439328,12,0,0,7,0,0,1640,1.604782,12,0,0,8,0,0,1760,1.490175,12,0,0,9,0,0,2080,1.440539,12,0,0,10,0,0,2080,1.222646,12,0,0,11,0,0,1560,1.296299,12,0,0,12,0,0,2265
7343,1.35148,15,0,0,1,0,0,1489,1.417183,15,0,0,2,0,1,2327,1.599519,15,0,0,3,0,0,2430,1.683883,15,0,0,4,1,0,2778,1.681777,15,0,0,5,1,0,2602,1.680153,15,0,0,6,1,1,2770,1.967356,15,0,0,7,1,1,2315,1.934489,15,0,0,8,1,1,2485
7411,1.150748,12,1,0,2,0,1,2240,1.442322,12,1,0,3,0,1,2596,0.8907529,12,1,0,4,0,1,1584,1.150268,12,1,0,5,0,0,2080,1.220673,12,1,0,6,0,0,1960,0.8875389,12,1,0,7,0,0,3616,1.409814,12,1,0,8,1,1,2264,1.589145,12,1,0,9,1,1,2080
7424,1.289394,11,0,1,1,0,0,2145,1.408414,11,0,1,2,0,0,2155,1.666749,11,0,1,3,0,1,1420,2.172939,11,0,1,4,0,1,1288,1.89208,11,0,1,5,0,1,2056,2.460847,11,0,1,6,1,1,1788,2.401301,11,0,1,7,0,1,2340,2.404368,11,0,1,8,0,1,2376
7429,1.939205,8,0,0,6,1,0,1400,1.307421,8,0,0,7,0,1,2165,1.420403,8,0,0,8,0,0,2180,0.556097,8,0,0,9,0,0,2930,1.404191,8,0,0,10,0,0,2490,1.743489,8,0,0,11,0,0,2600,1.478366,8,0,0,12,0,0,3020,1.462543,8,0,0,13,0,0,3246
7454,1.381279,15,1,0,2,0,0,1723,1.660278,15,1,0,3,0,0,2205,1.828351,15,1,0,4,0,0,2235,1.980111,15,1,0,5,0,0,2358,2.153967,15,1,0,6,0,0,2116,2.090976,15,1,0,7,0,0,2296,2.125407,15,1,0,8,0,0,2530,2.169963,15,1,0,9,0,0,2080
7472,1.315561,10,0,1,3,0,1,2612,1.372543,10,0,1,4,1,0,2636,1.482263,10,0,1,5,1,0,2220,1.591879,10,0,1,6,1,0,2080,1.682546,10,0,1,7,1,0,2080,1.414324,10,0,1,8,1,1,3942,1.937986,10,0,1,9,1,0,2384,2.035432,10,0,1,10,1,1,2080
7474,1.339411,12,1,0,2,0,0,2620,1.93486,12,1,0,3,0,1,2080,1.21093,12,1,0,4,0,1,3136,0.9348981,12,1,0,5,0,1,4872,1.650821,12,1,0,6,1,1,2818,1.799449,12,1,0,7,1,1,2235,1.900045,12,1,0,8,1,1,2080,1.952051,12,1,0,9,1,1,2080
7509,1.407178,11,1,0,5,1,1,2080,1.609438,11,1,0,6,1,1,2080,1.63492,11,1,0,7,1,1,2080,1.72541,11,1,0,8,1,1,2080,1.880372,11,1,0,9,1,0,2080,1.935892,11,1,0,10,1,1,2080,2.151359,11,1,0,11,1,1,2080,1.907599,11,1,0,12,1,1,2080
7539,1.178336,12,0,1,1,0,0,1144,1.131652,12,0,1,2,0,0,2580,1.172243,12,0,1,3,0,1,3120,1.235204,12,0,1,4,1,0,3120,1.440804,12,0,1,5,1,1,2744,1.419757,12,0,1,6,1,1,4084,1.698937,12,0,1,7,1,1,4360,1.178565,12,0,1,8,0,1,4312
7769,1.758373,14,0,0,2,1,0,2135,1.735064,14,0,0,3,1,0,2540,1.827363,14,0,0,4,1,0,2600,1.82072,14,0,0,5,1,0,2600,2.021792,14,0,0,6,1,0,2315,1.976683,14,0,0,7,1,0,2340,1.956615,14,0,0,8,1,0,2340,2.066069,14,0,0,9,1,0,2340
7783,1.416451,12,0,0,3,0,0,1288,1.229291,12,0,0,4,0,0,2340,1.440793,12,0,0,5,0,0,1780,2.405623,12,0,0,6,0,0,856,2.028292,12,0,0,7,0,0,736,1.114163,12,0,0,8,0,0,1774,1.495195,12,0,0,9,0,0,1856,1.515037,12,0,0,10,0,0,1820
7784,1.794139,11,0,0,1,0,0,2080,2.937463,11,0,0,2,0,0,2120,3.472707,11,0,0,3,0,0,1750,2.97051,11,0,0,4,0,0,1310,3.777492,11,0,0,5,0,0,1040,4.05186,11,0,0,6,0,0,940,3.292909,11,0,0,7,0,0,2460,3.096304,11,0,0,8,0,0,2880
7801,0.904074,13,1,0,1,0,0,2150,1.187443,13,1,0,2,0,0,1220,0.8537073,13,1,0,3,0,1,365,1.695105,13,1,0,4,0,0,1742,1.14035,13,1,0,5,0,1,1565,1.035074,13,1,0,6,0,0,1920,1.49458,13,1,0,7,0,0,2080,1.432799,13,1,0,8,0,0,2280
7824,1.745915,12,0,1,2,0,1,2625,1.509673,12,0,1,3,0,0,2475,1.57272,12,0,1,4,0,0,1950,1.230089,12,0,1,5,0,0,3200,1.939223,12,0,1,6,0,0,2645,2.00211,12,0,1,7,1,0,2190,2.033576,12,0,1,8,1,0,2080,2.104254,12,0,1,9,1,0,2330
7874,2.205955,15,0,0,2,0,0,1852,2.07727,15,0,0,3,0,0,2305,2.343089,15,0,0,4,0,0,2130,2.267007,15,0,0,5,0,0,2080,2.335848,15,0,0,6,0,0,2080,2.359916,15,0,0,7,0,0,2265,2.544402,15,0,0,8,0,0,2600,2.274248,15,0,0,9,0,0,2621
7887,1.476083,12,0,0,4,0,0,2528,2.200802,12,0,0,5,0,1,1581,0.9582279,12,0,0,6,0,0,2884,1.965574,12,0,0,7,0,0,1503,1.636952,12,0,0,8,1,0,2109,1.649909,12,0,0,9,1,0,2310,1.943311,12,0,0,10,1,0,2267,2.017083,12,0,0,11,1,0,2288
7923,2.222182,12,1,0,5,1,0,2014,2.244316,12,1,0,6,0,1,2120,2.160507,12,1,0,7,0,1,2080,2.210918,12,1,0,8,0,1,2080,2.343945,12,1,0,9,0,1,2080,2.416549,12,1,0,10,0,1,2080,2.410871,12,1,0,11,0,1,2080,2.357516,12,1,0,12,1,1,2080
7926,1.841252,12,0,1,5,1,1,2000,1.752539,12,0,1,6,1,1,2080,1.815667,12,0,1,7,1,1,2080,1.843193,12,0,1,8,1,1,2080,1.800329,12,0,1,9,1,1,2080,1.765962,12,0,1,10,1,0,2080,1.851255,12,0,1,11,1,1,2080,1.733726,12,0,1,12,1,1,2250
8021,1.396486,15,0,0,2,0,0,2285,1.583339,15,0,0,3,0,0,2135,1.91631,15,0,0,4,0,0,2080,1.899482,15,0,0,5,0,0,2840,2.157085,15,0,0,6,0,0,2750,2.207794,15,0,0,7,0,0,2600,2.300702,15,0,0,8,0,0,2654,2.682278,15,0,0,9,0,0,1830
8087,2.035786,12,0,1,3,0,0,2080,1.906689,12,0,1,4,0,0,2080,2.215857,12,0,1,5,0,0,1640,0.3852569,12,0,1,6,0,0,1440,1.448721,12,0,1,7,0,0,2080,1.772393,12,0,1,8,0,0,2480,1.364382,12,0,1,9,0,0,2200,1.604649,12,0,1,10,0,0,2560
8089,1.579028,12,0,0,3,0,0,2080,1.624705,12,0,0,4,0,0,2080,1.729724,12,0,0,5,0,0,2080,1.765844,12,0,0,6,1,0,2060,1.290984,12,0,0,7,1,0,2500,-0.8895563,12,0,0,8,1,0,1990,1.870673,12,0,0,9,1,0,2040,2.089921,12,0,0,10,1,0,2080
8090,1.735682,14,0,0,2,0,0,1872,1.574071,14,0,0,3,0,0,2072,1.441596,14,0,0,4,0,0,2490,2.547256,14,0,0,5,0,0,2126,2.991473,14,0,0,6,0,0,2458,3.011444,14,0,0,7,1,0,2328,3.099275,14,0,0,8,1,0,2687,3.096662,14,0,0,9,1,0,2879
8096,1.69486,6,0,1,11,0,1,2080,1.732548,6,0,1,12,0,0,2122,1.469597,6,0,1,13,0,0,2084,1.591879,6,0,1,14,0,0,2080,1.743171,6,0,1,15,0,0,2080,1.581781,6,0,1,16,0,0,2584,1.120367,6,0,1,17,0,0,1944,1.621686,6,0,1,18,0,0,2328
8106,1.587962,8,0,1,9,0,1,2170,1.548813,8,0,1,10,1,0,2040,1.550532,8,0,1,11,0,0,1595,1.39495,8,0,1,12,0,0,1990,1.474907,8,0,1,13,0,0,2080,1.379915,8,0,1,14,0,0,2040,1.43622,8,0,1,15,0,0,2520,1.658001,8,0,1,16,0,0,2427
8107,1.106672,3,0,1,11,0,0,2180,1.241713,3,0,1,12,0,0,2080,1.419569,3,0,1,13,0,0,2000,1.591879,3,0,1,14,0,0,2080,1.584908,3,0,1,15,0,0,1720,1.514647,3,0,1,16,0,0,2080,1.407227,3,0,1,17,0,0,2432,1.707803,3,0,1,18,0,0,2540
8142,1.238759,11,0,1,2,0,0,2000,1.386294,11,0,1,3,0,0,2080,1.458992,11,0,1,4,0,0,2080,1.350717,11,0,1,5,0,0,2080,1.357124,11,0,1,6,0,0,3240,1.453962,11,0,1,7,0,0,2368,1.406287,11,0,1,8,0,0,2272,1.352756,11,0,1,9,0,0,2470
8168,1.914513,11,0,1,2,0,1,1435,1.843053,11,0,1,3,0,1,1520,1.715125,11,0,1,4,0,1,2300,1.398005,11,0,1,5,1,1,2525,1.682546,11,0,1,6,1,1,2600,1.871322,11,0,1,7,1,1,2600,1.952794,11,0,1,8,1,0,2255,2.370432,11,0,1,9,1,1,1845
8173,1.448,8,0,1,9,1,0,2080,1.347074,8,0,1,10,1,0,2080,1.589628,8,0,1,11,1,0,1994,1.64496,8,0,1,12,1,0,1740,1.474907,8,0,1,13,1,0,2080,1.491525,8,0,1,14,1,0,2080,1.563573,8,0,1,15,1,0,2080,1.410776,8,0,1,16,1,0,2020
8203,2.238261,14,0,1,2,1,0,2265,2.284885,14,0,1,3,1,0,1710,2.062142,14,0,1,4,1,0,2295,2.269026,14,0,1,5,1,0,2340,0.7837149,14,0,1,6,1,0,2555,3.239679,14,0,1,7,1,0,2250,2.397604,14,0,1,8,1,0,2710,3.221941,14,0,1,9,1,0,2540
8211,0.424667,8,0,1,6,0,1,2315,1.442384,8,0,1,7,1,0,2080,1.433596,8,0,1,8,0,0,2510,1.396142,8,0,1,9,0,0,2600,1.421182,8,0,1,10,0,1,2600,1.384125,8,0,1,11,0,1,2370,1.309657,8,0,1,12,0,1,2145,0.9716644,8,0,1,13,0,0,2290
8224,1.950793,12,1,0,5,0,0,3120,1.915413,12,1,0,6,0,0,3120,1.938935,12,1,0,7,0,0,2650,2.154829,12,1,0,8,0,0,2200,1.179443,12,1,0,9,0,0,1720,1.39722,12,1,0,10,0,0,2005,1.812193,12,1,0,11,0,1,3028,2.072512,12,1,0,12,0,1,2806
8272,1.824752,10,0,1,3,1,0,2426,1.971228,10,0,1,4,1,1,2340,2.333062,10,0,1,5,1,1,2115,2.248658,10,0,1,6,1,1,2080,2.13512,10,0,1,7,1,1,2315,2.368725,10,0,1,8,1,1,2340,2.348657,10,0,1,9,1,1,2340,2.34427,10,0,1,10,1,0,1955
8300,1.442858,12,0,1,0,0,0,2028,1.420812,12,0,1,1,0,0,2705,1.690503,12,0,1,2,0,0,2080,1.647449,12,0,1,3,0,1,2080,1.95448,12,0,1,4,0,1,2080,1.871322,12,0,1,5,0,0,2080,2.005988,12,0,1,6,0,1,1960,1.673796,12,0,1,7,0,1,1732
8304,1.779357,12,0,1,2,0,0,2240,1.699294,12,0,1,3,0,0,2340,1.637259,12,0,1,4,0,0,2340,1.668252,12,0,1,5,0,0,2340,1.682546,12,0,1,6,1,0,2340,1.596885,12,0,1,7,1,0,2340,1.682178,12,0,1,8,1,0,2340,1.834268,12,0,1,9,1,1,2340
8364,1.415166,11,0,1,3,0,0,2080,1.557002,11,0,1,4,1,0,2295,2.057613,11,0,1,5,1,0,1170,1.351786,11,0,1,6,1,0,1700,1.387896,11,0,1,7,1,1,1920,1.425922,11,0,1,8,1,0,2310,1.520667,11,0,1,9,1,0,2135,1.524607,11,0,1,10,1,0,2080
8370,1.964308,12,0,0,3,0,0,2110,2.03017,12,0,0,4,0,1,2080,2.073496,12,0,0,5,0,1,2080,2.043864,12,0,0,6,0,0,2080,2.088012,12,0,0,7,1,1,2080,2.133687,12,0,0,8,1,1,2080,2.113619,12,0,0,9,1,0,2080,1.952051,12,0,0,10,1,1,2080
8381,1.027866,10,0,1,2,0,0,1868,0.9841682,10,0,1,3,0,1,2392,1.456473,10,0,1,4,0,0,2278,1.333715,10,0,1,5,0,0,2885,1.417556,10,0,1,6,0,0,3050,1.557207,10,0,1,7,0,0,2990,1.643181,10,0,1,8,0,0,2305,1.950716,10,0,1,9,0,0,1630
8388,1.391247,8,0,1,8,1,0,3016,1.494304,8,0,1,9,1,0,3016,1.440744,8,0,1,10,1,0,3016,1.400253,8,0,1,11,1,0,3016,1.474589,8,0,1,12,1,0,3016,1.406291,8,0,1,13,1,0,2881,1.463256,8,0,1,14,1,0,2974,1.567807,8,0,1,15,1,0,2842
8406,1.293391,8,0,1,6,1,1,2185,1.609438,8,0,1,7,1,0,2080,1.46736,8,0,1,8,1,0,2080,1.547778,8,0,1,9,1,0,2080,1.611319,8,0,1,10,1,0,2080,1.576951,8,0,1,11,1,0,2080,1.706229,8,0,1,12,1,0,2080,1.706928,8,0,1,13,1,0,2080
8415,1.17241,10,1,0,2,0,0,548,0.4269441,10,1,0,3,0,1,2088,1.510015,10,1,0,4,0,0,1744,-0.0695494,10,1,0,5,0,1,1565,1.827728,10,1,0,6,0,1,2080,1.793361,10,1,0,7,1,1,2080,1.991017,10,1,0,8,1,1,2080,1.952051,10,1,0,9,1,1,2080
8496,1.351816,12,1,0,2,0,0,1145,1.196251,12,1,0,3,0,0,1040,0.6411621,12,1,0,4,0,0,1980,1.116144,12,1,0,5,0,0,2080,0.9893992,12,1,0,6,0,0,2080,1.137353,12,1,0,7,0,0,2080,1.052747,12,1,0,8,0,0,2080,1.214452,12,1,0,9,1,0,2080
8501,0.9624918,10,1,0,5,0,0,2028,1.03413,10,1,0,6,0,1,1991,0.8542553,10,1,0,7,0,1,1920,1.091686,10,1,0,8,0,1,1960,0.8558678,10,1,0,9,0,0,2080,0.8215002,10,1,0,10,0,0,2080,0.934964,10,1,0,11,0,1,2080,1.013781,10,1,0,12,0,0,2080
8518,1.856128,12,0,0,5,0,1,2600,2.180612,12,0,0,6,0,1,2150,2.426652,12,0,0,7,1,1,1760,2.372794,12,0,0,8,1,1,840,2.703573,12,0,0,9,1,1,1920,2.9219,12,0,0,10,1,1,1640,2.164912,12,0,0,11,1,0,2280,1.886791,12,0,0,12,1,0,2896
